Text,is_rule,ID,source,class_resolved,metadata
"Where closing devices are needed for fire control, electrically powered hold-open devices or swing-free closing devices should be used as appropriate.",1.0,,baseline,self-contained,{'ID': '90_UK_DocM_V2_AccessAndUseOfBuildings'}
"Lift door systems should be designed to allow adequate time for people, and any assistance dogs, to enter or leave the lift without coming into contact with closing doors.",1.0,,baseline,self-contained,{'ID': '111_UK_DocM_V2_AccessAndUseOfBuildings'}
"the vertical travel distance is: a. not more than 2m, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",1.0,,baseline,self-contained,{'ID': '173_UK_DocM_V2_AccessAndUseOfBuildings'}
Signs indicating the location of a lifting device accessible by mobility-impaired people should be clearly visible from the building entrance.,1.0,,baseline,self-contained,{'ID': '104_UK_DocM_V2_AccessAndUseOfBuildings'}
"In the absence of relevant harmonised European Standards, products with a travel exceeding 3m must have a product certificate issued by a Notified Body.",1.0,,baseline,self-contained,{'ID': '117_UK_DocM_V2_AccessAndUseOfBuildings'}
The presence of the door should be apparent not only when it is shut but also when it is open.,1.0,,baseline,self-contained,{'ID': '77_UK_DocM_V2_AccessAndUseOfBuildings'}
"In refreshment facilities, bars and counters (or sections of them) should be at a level suitable for wheelchair users.",1.0,,baseline,self-contained,{'ID': '127_UK_DocM_V2_AccessAndUseOfBuildings'}
"For mobility-impaired people, a going of at least 300mm is preferred.",1.0,,baseline,self-contained,{'ID': '124_UK_DocM_V2_AccessAndUseOfBuildings'}
The use of visually and acoustically reflective wall surfaces should be minimised within the lifting platform to prevent discomfort for people with visual and hearing impairment.,1.0,,baseline,self-contained,{'ID': '116_UK_DocM_V2_AccessAndUseOfBuildings'}
The lobby should be large enough and of a shape to allow a wheelchair user or a person pushing a pram to move clear of one door before opening the second door.,1.0,,baseline,self-contained,{'ID': '80_UK_DocM_V2_AccessAndUseOfBuildings'}
"Manual controls for powered entrance doors should be clearly distinguishable against the background and not located so that a person, having used the control, needs to move to avoid contact with the door as it opens.",1.0,,baseline,self-contained,{'ID': '74_UK_DocM_V2_AccessAndUseOfBuildings'}
All users including wheelchair users should be able to reach and use the controls that summon and direct the lifting platform.,1.0,,baseline,self-contained,{'ID': '113_UK_DocM_V2_AccessAndUseOfBuildings'}
Good acoustic design should be employed to achieve an acoustic environment that is neither too reverberant nor too absorbent so that announcements and conversations can be heard clearly.,1.0,,baseline,self-contained,{'ID': '99_UK_DocM_V2_AccessAndUseOfBuildings'}
All users including wheelchair users should be able to reach and use the controls that summon and direct the lifting device.,1.0,,baseline,self-contained,{'ID': '109_UK_DocM_V2_AccessAndUseOfBuildings'}
"Where a service building has a reception or sales counter, there should be convenient access to it and part of it should be at a level suitable for a wheelchair user or a seated person.",1.0,,baseline,self-contained,{'ID': '84_UK_DocM_V2_AccessAndUseOfBuildings'}
A passenger lift is the most suitable means of vertical access and should be provided wherever possible.,1.0,,baseline,self-contained,{'ID': '103_UK_DocM_V2_AccessAndUseOfBuildings'}
A commissioning notice must be given to the building control body.,1.0,,baseline,self-contained,{'ID': '181_UK_DocF_V1_Ventilation'}
"A copy should be submitted to the building control body as evidence that the system has been correctly installed, inspected and commissioned.",1.0,,baseline,self-contained,{'ID': '265_UK_DocF_V1_Ventilation'}
A dwelling that is only a basement should be treated as a single-storey dwelling above ground level.,1.0,,baseline,self-contained,{'ID': '74_UK_DocF_V1_Ventilation'}
A notice of the measured air flow rates must be given to the building control body.,1.0,,baseline,self-contained,{'ID': '183_UK_DocF_V1_Ventilation'}
A system for purge ventilation should be provided in each habitable room.,1.0,,baseline,self-contained,{'ID': '46_UK_DocF_V1_Ventilation'}
Adequate space should be available for access to maintain ventilation equipment.,1.0,,baseline,self-contained,{'ID': '110_UK_DocF_V1_Ventilation'}
Air flow rates for mechanical ventilation in new dwellings must be measured.,1.0,,baseline,self-contained,{'ID': '182_UK_DocF_V1_Ventilation'}
All three parts of the installation and commissioning checklist should be completed.,1.0,,baseline,self-contained,{'ID': '262_UK_DocF_V1_Ventilation'}
Any flexible ducts should be installed so that the full internal diameter is maintained and flow resistance is minimised.,1.0,,baseline,self-contained,{'ID': '113_UK_DocF_V1_Ventilation'}
"Any manual high rate controls should be provided locally to the spaces being served, e.g. bathrooms and kitchens.",1.0,,baseline,self-contained,{'ID': '66_UK_DocF_V1_Ventilation'}
"Background ventilators should be at least 1700mm above floor level, to reduce cold draughts, but still be easy for the occupant to reach.",1.0,,baseline,self-contained,{'ID': '64_UK_DocF_V1_Ventilation'}
Background ventilators should meet the performance standards for both of the following: a. air flow from outside to inside the dwelling; b. air flow from inside the dwelling to outside.,1.0,,baseline,self-contained,{'ID': '58_UK_DocF_V1_Ventilation'}
Continuously running fans should be set up to operate without occupant intervention but may have manual or automatic controls for selecting the high rate of operation.,1.0,,baseline,self-contained,{'ID': '65_UK_DocF_V1_Ventilation'}
controls should be inspected to ensure that the following have been achieved.,1.0,,baseline,self-contained,{'ID': '220_UK_DocF_V1_Ventilation'}
Controls should be provided for ventilators so that the ventilation in each room can be adjusted.,1.0,,baseline,self-contained,{'ID': '58_UK_DocF_V2_Ventilation'}
Duct connections should be both mechanically secured and adequately sealed to prevent leaks.,1.0,,baseline,self-contained,{'ID': '116_UK_DocF_V1_Ventilation'}
Each air terminal should have a free area of at least 90 of the free area of its associated duct.,1.0,,baseline,self-contained,{'ID': '115_UK_DocF_V1_Ventilation'}
"Each office should have the means to provide purge ventilation, to reduce pollutants before the office space is occupied or after activities such as painting.",1.0,,baseline,self-contained,{'ID': '56_UK_DocF_V2_Ventilation'}
Extract ventilators in sanitary accommodation should be capable of continuous operation if required.,1.0,,baseline,self-contained,{'ID': '48_UK_DocF_V2_Ventilation'}
"For continuous mechanical ventilation systems, such as continuous mechanical extract ventilation or mechanical ventilation with heat recovery, the system should be balanced to achieve design air flow rates at each room terminal.",1.0,,baseline,self-contained,{'ID': '268_UK_DocF_V1_Ventilation'}
"For fixed terminals with automatic flow adjustment at the fan unit, the fan speed should be set to achieve the desired continuous flow rate.",1.0,,baseline,self-contained,{'ID': '208_UK_DocF_V1_Ventilation'}
"For mechanical ventilation systems, fan units should be appropriately sized so that fans operating in normal background ventilation mode are not overly noisy, taking into consideration the use and likely background level of noise from other sources.",1.0,,baseline,self-contained,{'ID': '23_UK_DocF_V2_Ventilation'}
Hinged or pivot windows with an opening angle of less than 15 degrees are not suitable for purge ventilation.,1.0,,baseline,self-contained,{'ID': '53_UK_DocF_V1_Ventilation'}
"If all the terminals have to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.",1.0,,baseline,self-contained,{'ID': '200_UK_DocF_V1_Ventilation'}
"If an exhaust air terminal is located on a facade that is exposed to the prevailing wind, measures should be taken to minimise likely wind effects.",1.0,,baseline,self-contained,{'ID': '100_UK_DocF_V1_Ventilation'}
"If an exposed facade is close to an area of sustained and loud noise (e.g. a main road), then a noise-attenuating background ventilator should be fitted.",1.0,,baseline,self-contained,{'ID': '86_UK_DocF_V1_Ventilation'}
"If fans and background ventilators are fitted in the same room, they should be at least 500mm apart.",1.0,,baseline,self-contained,{'ID': '88_UK_DocF_V1_Ventilation'}
"If insulating material is inserted into a cavity in a cavity wall, reasonable precautions shall be taken to prevent the subsequent permeation of any toxic fumes from that material into any part of the building occupied by people.",1.0,,baseline,self-contained,{'ID': '3_UK_DocD_ToxicSubstances'}
"If the basement has no bedrooms, it should be treated as having one bedroom when calculating the ventilation required for the purposes of meeting the ventilation standards.",1.0,,baseline,self-contained,{'ID': '73_UK_DocF_V1_Ventilation'}
"If the dwelling already has mechanical ventilation, the centralised system could be extended into the additional room.",1.0,,baseline,self-contained,{'ID': '155_UK_DocF_V1_Ventilation'}
"If the dwelling has more than one exposed facade, the area of background ventilators on each facade should be similar, to allow cross-ventilation.",1.0,,baseline,self-contained,{'ID': '85_UK_DocF_V1_Ventilation'}
"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.",1.0,,baseline,self-contained,{'ID': '43_UK_DocF_V1_Ventilation'}
"If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.",1.0,,baseline,self-contained,{'ID': '203_UK_DocF_V1_Ventilation'}
"If the total flow rate cannot be achieved through all the terminals, then the fan speed should be increased.",1.0,,baseline,self-contained,{'ID': '199_UK_DocF_V1_Ventilation'}
"In a room with no openable window, an intermittent extract fan should be provided with controls which continue to operate the fan for at least 15 minutes after the room is vacated.",1.0,,baseline,self-contained,{'ID': '83_UK_DocF_V1_Ventilation'}
Insulating materials which give off formaldehyde fumes (either when used or later in normal use) may be used to insulate the cavity in a cavity wall where there is a continuous barrier which will minimise as far as practicable the passage of fumes to the occupiable parts.,1.0,,baseline,self-contained,{'ID': '14_UK_DocD_ToxicSubstances'}
Intermittent extract fans should be fitted in all wet rooms.,1.0,,baseline,self-contained,{'ID': '82_UK_DocF_V1_Ventilation'}
Mechanical supply terminals should be located and directed to avoid draughts.,1.0,,baseline,self-contained,{'ID': '106_UK_DocF_V1_Ventilation'}
Mechanical ventilation systems must be commissioned in accordance with an approved procedure.,1.0,,baseline,self-contained,{'ID': '35_UK_DocF_V2_Ventilation'}
Mechanical ventilation systems must be commissioned to provide adequate ventilation.,1.0,,baseline,self-contained,{'ID': '180_UK_DocF_V1_Ventilation'}
Mechanical ventilation with heat recovery systems should be designed to avoid the moist air from the wet rooms recirculating to the habitable rooms.,1.0,,baseline,self-contained,{'ID': '107_UK_DocF_V1_Ventilation'}
NOTE: Rooms that are designed to contain printers and photocopiers in substantial use (more than 30 minutes per hour) should not be designed to be occupied.,1.0,,baseline,self-contained,{'ID': '44_UK_DocF_V2_Ventilation'}
NOTE: Ventilation through infiltration should be considered to be part of the ventilation provision of a dwelling.,1.0,,baseline,self-contained,{'ID': '131_UK_DocF_V1_Ventilation'}
Other ventilation systems may be acceptable if they can be shown to meet an equal level of performance.,1.0,,baseline,self-contained,{'ID': '30_UK_DocF_V1_Ventilation'}
Purge ventilation should be capable of extracting at least four air changes per hour per room directly to the outside.,1.0,,baseline,self-contained,{'ID': '47_UK_DocF_V1_Ventilation'}
Rigid connectors and jubilee clips should be used for flexible ducting to ensure a good seal.,1.0,,baseline,self-contained,{'ID': '117_UK_DocF_V1_Ventilation'}
Rigid ducts should be used wherever possible.,1.0,,baseline,self-contained,{'ID': '111_UK_DocF_V1_Ventilation'}
That background ventilators allow fresh air into the home and should be left open.,1.0,,baseline,self-contained,{'ID': '228_UK_DocF_V1_Ventilation'}
The actual equivalent area and location of installed background ventilators should be recorded.,1.0,,baseline,self-contained,{'ID': '189_UK_DocF_V1_Ventilation'}
The air extract rate should be 20 litres per second per machine during use.,1.0,,baseline,self-contained,{'ID': '46_UK_DocF_V2_Ventilation'}
The air flow rate of all mechanical ventilation fans should be tested.,1.0,,baseline,self-contained,{'ID': '210_UK_DocF_V1_Ventilation'}
The air flow resistance of all components should be considered when specifying ventilation systems.,1.0,,baseline,self-contained,{'ID': '55_UK_DocF_V1_Ventilation'}
The basement should be treated separately as a single-storey dwelling above ground level.,1.0,,baseline,self-contained,{'ID': '72_UK_DocF_V1_Ventilation'}
The cooker hood should span at least the full width of the cooker.,1.0,,baseline,self-contained,{'ID': '36_UK_DocF_V1_Ventilation'}
The correct operation of each control function should be tested where it is practical.,1.0,,baseline,self-contained,{'ID': '218_UK_DocF_V1_Ventilation'}
The fan should be set at a speed that will approximately achieve the desired continuous flow rate.,1.0,,baseline,self-contained,{'ID': '201_UK_DocF_V1_Ventilation'}
The fan speed should be set to achieve the desired continuous flow rate.,1.0,,baseline,self-contained,{'ID': '197_UK_DocF_V1_Ventilation'}
"The general ventilation rate for a new conservatory and, if necessary, adjoining rooms could be achieved using background ventilators.",1.0,,baseline,self-contained,{'ID': '160_UK_DocF_V1_Ventilation'}
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flow rates at each terminal.,1.0,,baseline,self-contained,{'ID': '206_UK_DocF_V1_Ventilation'}
The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,1.0,,baseline,self-contained,{'ID': '198_UK_DocF_V1_Ventilation'}
The part of the dwelling above ground level should be considered separately.,1.0,,baseline,self-contained,{'ID': '71_UK_DocF_V1_Ventilation'}
The quality of the installation of the ventilator product should be checked to ensure it is correctly mounted within the wall or window aperture.,1.0,,baseline,self-contained,{'ID': '191_UK_DocF_V1_Ventilation'}
The three-part form should be completed for each installation address.,1.0,,baseline,self-contained,{'ID': '264_UK_DocF_V1_Ventilation'}
"The total number of ventilators installed in a dwellings habitable rooms and kitchens should be no fewer than five, except in one bedroom properties, where there should be no fewer than four.",1.0,,baseline,self-contained,{'ID': '96_UK_DocF_V1_Ventilation'}
The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,1.0,,baseline,self-contained,{'ID': '89_UK_DocF_V1_Ventilation'}
The total supply air flow should be distributed proportionately to the volume of each habitable room.,1.0,,baseline,self-contained,{'ID': '105_UK_DocF_V1_Ventilation'}
The whole building ventilation rate should be met.,1.0,,baseline,self-contained,{'ID': '47_UK_DocF_V2_Ventilation'}
To reduce the risks to the health of persons in buildings formaldehyde fumes given off by urea formaldehyde foams should not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration.,1.0,,baseline,self-contained,{'ID': '4_UK_DocD_ToxicSubstances'}
To reduce the risks to the health of persons in buildings formaldehyde fumes given off by urea formaldehyde foams should not penetrate to the occupied parts of buildings to an extent which would give rise to an irritant concentration.,1.0,,baseline,self-contained,{'ID': '12_UK_DocD_ToxicSubstances'}
Ventilation intakes should be located away from the direct impact of the sources of local pollution.,1.0,,baseline,self-contained,{'ID': '124_UK_DocF_V1_Ventilation'}
Ventilation should be controllable.,1.0,,baseline,self-contained,{'ID': '63_UK_DocF_V1_Ventilation'}
"Ventilation systems that, under normal operation, recirculate air between more than one space, room or zone should also be able to operate in a mode that reduces the risk of the transmission of airborne infection.",1.0,,baseline,self-contained,{'ID': '60_UK_DocF_V2_Ventilation'}
"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three ventilators of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",1.0,,baseline,self-contained,{'ID': '94_UK_DocF_V1_Ventilation'}
"Where building work is carried out in a kitchen or bathroom, any existing fans (including cooker hoods, where they extract to the outside) should be retained or replaced.",1.0,,baseline,self-contained,{'ID': '168_UK_DocF_V1_Ventilation'}
"Where necessary, flexible ducts may be used for final connections, but their lengths should be kept to a minimum.",1.0,,baseline,self-contained,{'ID': '31_UK_DocF_V2_Ventilation'}
"Where there is a prevailing wind direction, exhaust outlets should be downwind of intakes.",1.0,,baseline,self-contained,{'ID': '130_UK_DocF_V1_Ventilation'}
"Where used, passive stack ventilation terminals should be located in the ceiling.",1.0,,baseline,self-contained,{'ID': '50_UK_DocF_V2_Ventilation'}
Calibration should be carried out in accordance with CIBSEs TM23.,1.0,,baseline,self-contained,{'ID': '342_UK_DocM_V2_AccessAndUseOfBuildings'}
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",1.0,,baseline,self-contained,{'ID': '496_UK_DocM_V2_AccessAndUseOfBuildings'}
The results should be recorded and given to the building owner.,1.0,,baseline,self-contained,{'ID': '399_UK_DocM_V2_AccessAndUseOfBuildings'}
"For large or complex projects, a commissioning manager should be appointed.",1.0,,baseline,self-contained,{'ID': '374_UK_DocM_V2_AccessAndUseOfBuildings'}
"Where a driveway forms all, or part of, the approach route, an additional allowance of at least 900mm wide should be provided so that a wheelchair user can pass a parked car.",1.0,,baseline,self-contained,{'ID': '17_UK_DocM_V1_AccessAndUseOfBuildings'}
"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing building.",1.0,,baseline,self-contained,{'ID': '426_UK_DocM_V2_AccessAndUseOfBuildings'}
"The results of all pressure tests on buildings, including any test failures, should be reported to the building control body.",1.0,,baseline,self-contained,{'ID': '360_UK_DocM_V2_AccessAndUseOfBuildings'}
The area of windows and roof windows (but excluding display windows) within the area served exceeds 40 of the facade area.,1.0,,baseline,self-contained,{'ID': '495_UK_DocM_V2_AccessAndUseOfBuildings'}
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,1.0,,baseline,self-contained,{'ID': '465_UK_DocM_V2_AccessAndUseOfBuildings'}
The approach route is a minimum of 900mm wide with a maximum cross fall of 1 in 40.,1.0,,baseline,self-contained,{'ID': '16_UK_DocM_V1_AccessAndUseOfBuildings'}
The water heater is close to the draw-off points and has a storage capacity no greater than 100 litres.,1.0,,baseline,self-contained,{'ID': '463_UK_DocM_V2_AccessAndUseOfBuildings'}
"The approach route should be level, gently sloping, or, where necessary, ramped.",1.0,,baseline,self-contained,{'ID': '15_UK_DocM_V1_AccessAndUseOfBuildings'}
The water heater is situated centrally with a distribution system to supply water to the drawoff points and has a capacity greater than 300 litres.,1.0,,baseline,self-contained,{'ID': '456_UK_DocM_V2_AccessAndUseOfBuildings'}
"replacing a heating system including the heating appliance, pipework and heat emitters), the energy performance of the whole system should be assessed, and the results documented and handed over to the building owner with the manufacturers supporting literature.",1.0,,baseline,self-contained,{'ID': '397_UK_DocM_V2_AccessAndUseOfBuildings'}
"For ducted systems that are served by fans with a design flow rate greater than 1m3/s, ductwork leakage tests should be carried out.",1.0,,baseline,self-contained,{'ID': '385_UK_DocM_V2_AccessAndUseOfBuildings'}
Requirements for accessibility should be balanced against preserving historic buildings or environments.,1.0,,baseline,self-contained,{'ID': '7_UK_DocM_V1_AccessAndUseOfBuildings'}
"The approach route should be safe and convenient for everyone, including older and disabled people and some wheelchair users.",1.0,,baseline,self-contained,{'ID': '13_UK_DocM_V1_AccessAndUseOfBuildings'}
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,1.0,,baseline,self-contained,{'ID': '452_UK_DocM_V2_AccessAndUseOfBuildings'}
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",1.0,,baseline,self-contained,{'ID': '431_UK_DocM_V2_AccessAndUseOfBuildings'}
The design solar load should be reduced by at least 20%.,1.0,,baseline,self-contained,{'ID': '499_UK_DocM_V2_AccessAndUseOfBuildings'}
Where a system for on-site electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,1.0,,baseline,self-contained,{'ID': '370_UK_DocM_V2_AccessAndUseOfBuildings'}
The effective g-value should be no worse than 0.3.,1.0,,baseline,self-contained,{'ID': '350_UK_DocM_V2_AccessAndUseOfBuildings'}
"The area of sloping surfaces such as staircases, galleries, raked auditoria and tiered terraces should be taken as their area on plan.",1.0,,baseline,self-contained,{'ID': '470_UK_DocM_V2_AccessAndUseOfBuildings'}
Air permeability should be in m3/(hm2) at 50Pa.,1.0,,baseline,self-contained,{'ID': '352_UK_DocM_V2_AccessAndUseOfBuildings'}
"Reasonable provision should be made for people to (a) gain access to; and (b) use, the dwelling and its facilities.",1.0,,baseline,self-contained,{'ID': '9_UK_DocM_V1_AccessAndUseOfBuildings'}
Remedial work should be carried out to achieve satisfactory performance in retests.,1.0,,baseline,self-contained,{'ID': '387_UK_DocM_V2_AccessAndUseOfBuildings'}
No individual flight has a rise of more than 1800mm between landings.,1.0,,baseline,self-contained,{'ID': '21_UK_DocM_V1_AccessAndUseOfBuildings'}
"The building primary energy rate and building emission rate calculated using the measured air permeability must not be higher than the target primary energy rate and target emission rate, respectively.",1.0,,baseline,self-contained,{'ID': '357_UK_DocM_V2_AccessAndUseOfBuildings'}
"When an existing building with a total useful floor area of over 1000m2 is being extended or the habitable area is being increased, consequential improvements should be installed.",1.0,,baseline,self-contained,{'ID': '451_UK_DocM_V2_AccessAndUseOfBuildings'}
"If the parasitic energy use is unknown, an allowance of 0.3W/m2 should be made for any control system.",1.0,,baseline,self-contained,{'ID': '473_UK_DocM_V2_AccessAndUseOfBuildings'}
Individual flights are: for gradients up to 1:15 not more than 10m long; for gradients up to 1:12 not more than 5m long.,1.0,,baseline,self-contained,{'ID': '18_UK_DocM_V1_AccessAndUseOfBuildings'}
"All technically, functionally and economically feasible measures to improve the fabric of the building served by the service should be implemented.",1.0,,baseline,self-contained,{'ID': '455_UK_DocM_V2_AccessAndUseOfBuildings'}
Every flight has a minimum clear width of 900mm.,1.0,,baseline,self-contained,{'ID': '20_UK_DocM_V1_AccessAndUseOfBuildings'}
"Air pressure tests should be performed following the guidance in the approved airtightness testing methodology, CIBSEs TM23.",1.0,,baseline,self-contained,{'ID': '362_UK_DocM_V2_AccessAndUseOfBuildings'}
"Any justification and strategy should be in line with the approved airtightness testing methodology, CIBSEs TM23.",1.0,,baseline,self-contained,{'ID': '355_UK_DocM_V2_AccessAndUseOfBuildings'}
Test data must be from a minimum of five in-situ measurements of the same module types and link details as used in the actual building.,1.0,,baseline,self-contained,{'ID': '351_UK_DocM_V2_AccessAndUseOfBuildings'}
"A power socket, suitable for powering the lifting device, is provided close to the liftway.",1.0,,baseline,self-contained,{'ID': '109_UK_DocM_V1_AccessAndUseOfBuildings'}
"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least 300mm away from any projecting corner.",1.0,,baseline,self-contained,{'ID': '46_UK_DocM_V1_AccessAndUseOfBuildings'}
Lifting devices should be positioned with the end opposite to the entry point located against a wall at every floor level.,1.0,,baseline,self-contained,{'ID': '86_UK_DocM_V1_AccessAndUseOfBuildings'}
"When the lift serves more than three storeys, it provides visual and audible indicators to identify the floor reached.",1.0,,baseline,self-contained,{'ID': '25_UK_DocM_V1_AccessAndUseOfBuildings'}
"The provision made must be sufficient to (a) meet the needs of occupants with differing needs, including some older or disabled people; and (b) to allow adaptation of the dwelling to meet the changing needs of occupants over time.",1.0,,baseline,self-contained,{'ID': '36_UK_DocM_V1_AccessAndUseOfBuildings'}
"To provide easy access between rooms on the entrance storey, a stepped change of level within the entrance storey should be avoided where possible.",1.0,,baseline,self-contained,{'ID': '27_UK_DocM_V1_AccessAndUseOfBuildings'}
"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",1.0,,baseline,self-contained,{'ID': '41_UK_DocM_V1_AccessAndUseOfBuildings'}
"The approach route should be safe and convenient for everyone, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",1.0,,baseline,self-contained,{'ID': '70_UK_DocM_V1_AccessAndUseOfBuildings'}
The full area under a stair that forms part of the storage provision should be counted as 1m2.,1.0,,baseline,self-contained,{'ID': '79_UK_DocM_V1_AccessAndUseOfBuildings'}
"The relationship between the kitchen, dining and living areas should be convenient and step-free.",1.0,,baseline,self-contained,{'ID': '91_UK_DocM_V1_AccessAndUseOfBuildings'}
The load capacity is at least 400kg.,1.0,,baseline,self-contained,{'ID': '23_UK_DocM_V1_AccessAndUseOfBuildings'}
"All walls, ducts and boxings to the WC/cloakroom, bathroom and shower room should be strong enough to support grab rails, seats and other adaptations that could impose a load of up to 1.5kN/m2.",1.0,,baseline,self-contained,{'ID': '54_UK_DocM_V1_AccessAndUseOfBuildings'}
"The handle to at least one window in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",1.0,,baseline,self-contained,{'ID': '57_UK_DocM_V1_AccessAndUseOfBuildings'}
"Any floors, walls and doors that have been installed to allow the potential liftway to be used as storage or for other purposes could be easily removed without structural alteration.",1.0,,baseline,self-contained,{'ID': '83_UK_DocM_V1_AccessAndUseOfBuildings'}
NOTE 2: Double doors effectively provide nibs where each leaf is at least 300mm wide.,1.0,,baseline,self-contained,{'ID': '51_UK_DocM_V1_AccessAndUseOfBuildings'}
"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.",1.0,,baseline,self-contained,{'ID': '67_UK_DocM_V1_AccessAndUseOfBuildings'}
Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be widened to 3.3m.,1.0,,baseline,self-contained,{'ID': '43_UK_DocM_V1_AccessAndUseOfBuildings'}
This grippable handrail is 850-1000mm above the pitch line of the flight and extends at least 300mm beyond the top and bottom nosings.,1.0,,baseline,self-contained,{'ID': '73_UK_DocM_V1_AccessAndUseOfBuildings'}
"Where communal parking is provided to blocks of flats, at least one standard parking bay is provided close to the communal entrance of each core of the block (or to the lift core where the parking bay is internal).",1.0,,baseline,self-contained,{'ID': '44_UK_DocM_V1_AccessAndUseOfBuildings'}
The provision made must be sufficient to (a) allow simple adaptation of the dwelling to meet the needs of occupants who use wheelchairs; or (b) meet the needs of occupants who use wheelchairs.,1.0,,baseline,self-contained,{'ID': '65_UK_DocM_V1_AccessAndUseOfBuildings'}
The system can be overridden by a door reactivating device that relies on appropriate electronic methods (but not a door edge pressure system); provided that the lift door remains fully open for at least three seconds.,1.0,,baseline,self-contained,{'ID': '24_UK_DocM_V1_AccessAndUseOfBuildings'}
"Unit length should be measured through midline of the worktop, not the front or rear edge.",1.0,,baseline,self-contained,{'ID': '94_UK_DocM_V1_AccessAndUseOfBuildings'}
"A wide range of people, including accompanied wheelchair users, should be able to access and use the lift.",1.0,,baseline,self-contained,{'ID': '49_UK_DocM_V1_AccessAndUseOfBuildings'}
"The approach route should be safe and convenient, adopt the shallowest gradient that can reasonably be achieved and be step-free, irrespective of the storey on which the dwelling is located.",1.0,,baseline,self-contained,{'ID': '40_UK_DocM_V1_AccessAndUseOfBuildings'}
Turning circle should be clear of top step of any adjacent flight of steps.,1.0,,baseline,self-contained,{'ID': '87_UK_DocM_V1_AccessAndUseOfBuildings'}
The sink is not more than 150mm deep with insulation to the underside to prevent scalding of a wheelchair users legs.,1.0,,baseline,self-contained,{'ID': '96_UK_DocM_V1_AccessAndUseOfBuildings'}
The gradient is as shallow as the site permits.,1.0,,baseline,self-contained,{'ID': '45_UK_DocM_V1_AccessAndUseOfBuildings'}
A step-free approach route should be provided to all private entrances.,1.0,,baseline,self-contained,{'ID': '71_UK_DocM_V1_AccessAndUseOfBuildings'}
Any radiator or towel rail should be clear of all access zones.,1.0,,baseline,self-contained,{'ID': '56_UK_DocM_V1_AccessAndUseOfBuildings'}
Taps should be lever operated and capable of easy operation.,1.0,,baseline,self-contained,{'ID': '97_UK_DocM_V1_AccessAndUseOfBuildings'}
"An ambulant disabled person should be able to move within, and between, storeys.",1.0,,baseline,self-contained,{'ID': '90_UK_DocM_V1_AccessAndUseOfBuildings'}
One bedroom should be close to an accessible bathroom suitable for a wheelchair user.,1.0,,baseline,self-contained,{'ID': '100_UK_DocM_V1_AccessAndUseOfBuildings'}
All other bedrooms should be accessible to a wheelchair user.,1.0,,baseline,self-contained,{'ID': '101_UK_DocM_V1_AccessAndUseOfBuildings'}
There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,1.0,,baseline,self-contained,{'ID': '98_UK_DocM_V1_AccessAndUseOfBuildings'}
all dimensions are minimum except where noted.,1.0,,baseline,self-contained,{'ID': '88_UK_DocM_V1_AccessAndUseOfBuildings'}
"Where the dwelling is defined as wheelchair adaptable, it should be easy to install a lift.",1.0,,baseline,self-contained,{'ID': '82_UK_DocM_V1_AccessAndUseOfBuildings'}
